id,session,Gender,Spectacles,Facial_Hair,Pose,Emotion,combined_labels
1031,2009-08-18_16-19-11,1,0,1,0,1,1_0_1_0_1
1031,2008-02-18_17-36-16,1,0,1,0,1,1_0_1_0_1
1031,2008-02-18_17-36-00,1,0,1,1,0,1_0_1_1_0
1031,2008-03-18_13-53-54,1,0,1,0,1,1_0_1_0_1
1031,2008-03-18_17-40-58,1,0,1,0,1,1_0_1_0_1
1032,2008-02-29_12-54-29,1,0,0,0,0,1_0_0_0_0
1032,2009-09-30_16-04-03,1,0,0,0,0,1_0_0_0_0
1032,2008-02-29_12-54-09,1,0,0,0,0,1_0_0_0_0
1032,2008-06-05_13-19-07,1,0,0,0,0,1_0_0_0_0
1032,2008-05-16_12-48-49,1,0,0,0,1,1_0_0_0_1
1032,2008-03-18_10-00-34,1,0,0,0,1,1_0_0_0_1
1032,2008-03-04_11-09-36,1,0,0,0,0,1_0_0_0_0
1032,2008-04-29_16-15-00,1,0,0,0,0,1_0_0_0_0
1040,2009-08-28_11-26-32,1,0,1,0,0,1_0_1_0_0
1040,2008-04-02_09-31-07,1,0,1,0,0,1_0_1_0_0
1044,2009-08-14_12-59-46,0,0,0,0,1,0_0_0_0_1
1044,2009-08-18_17-01-40,0,1,0,0,0,0_1_0_0_0
1044,2009-07-09_13-44-47,0,0,0,0,0,0_0_0_0_0
1044,2009-07-28_13-56-39,0,0,0,0,1,0_0_0_0_1
1044,2009-06-29_13-17-11,0,0,0,0,1,0_0_0_0_1
1044,2009-06-30_14-13-23,0,0,0,0,1,0_0_0_0_1
1044,2008-02-20_15-11-27,0,0,0,0,1,0_0_0_0_1
1044,2009-07-13_14-03-41,0,0,0,0,1,0_0_0_0_1
1044,2009-06-29_10-32-24,0,0,0,0,0,0_0_0_0_0
1045,2009-08-13_15-29-40,0,0,0,0,0,0_0_0_0_0
1045,2008-03-03_10-23-40,0,0,0,0,0,0_0_0_0_0
1045,2009-08-03_16-07-58,0,0,0,0,0,0_0_0_0_0
1047,2008-03-25_16-35-53,1,1,0,0,0,1_1_0_0_0
1047,2009-07-03_16-11-35,1,1,0,0,0,1_1_0_0_0
1047,2008-02-21_18-07-01,1,1,0,0,0,1_1_0_0_0
1047,2008-02-28_18-12-43,1,1,0,0,0,1_1_0_0_0
1047,2008-03-27_18-08-25,1,1,0,0,1,1_1_0_0_1
1047,2008-03-17_17-25-17,1,1,0,0,1,1_1_0_0_1
1047,2009-08-12_15-27-04,1,1,0,0,0,1_1_0_0_0
1047,2008-04-16_17-20-57,1,1,0,0,0,1_1_0_0_0
1047,2009-07-13_15-33-30,1,1,0,0,0,1_1_0_0_0
1047,2008-04-03_18-37-46,1,1,0,0,1,1_1_0_0_1
1047,2008-04-21_18-04-43,1,1,0,0,1,1_1_0_0_1
1047,2008-03-31_17-41-20,1,1,0,0,1,1_1_0_0_1
1047,2009-09-01_18-01-03,1,1,0,1,0,1_1_0_1_0
1047,2008-04-10_17-59-31,1,1,0,0,1,1_1_0_0_1
1047,2008-03-06_17-58-46,1,1,0,0,1,1_1_0_0_1
1047,2008-04-15_18-16-53,1,1,0,0,0,1_1_0_0_0
1047,2008-02-19_18-10-28,1,1,0,0,1,1_1_0_0_1
1047,2008-04-14_17-52-56,1,1,0,0,0,1_1_0_0_0
1047,2008-05-27_17-55-45,1,1,0,0,1,1_1_0_0_1
1047,2008-04-28_17-46-01,1,1,0,0,1,1_1_0_0_1
1050,2007-12-04_13-24-30,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_13-06-14,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_10-54-15,1,0,0,0,0,1_0_0_0_0
1050,2009-09-04_15-18-43,1,1,0,0,0,1_1_0_0_0
1050,2007-12-05_09-17-48,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_15-24-53,1,0,0,0,0,1_0_0_0_0
1050,2007-12-13_12-29-43,1,1,0,0,0,1_1_0_0_0
1050,2007-12-05_13-56-47,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_11-42-52,1,0,0,0,0,1_0_0_0_0
1050,2008-05-09_11-41-14,1,0,0,0,0,1_0_0_0_0
1050,2009-06-25_12-34-02,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-32-47,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_10-50-03,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_08-56-18,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_15-39-34,1,0,0,0,0,1_0_0_0_0
1050,2008-05-09_11-30-45,1,0,0,0,0,1_0_0_0_0
1050,2007-12-07_16-25-16,1,0,0,0,0,1_0_0_0_0
1050,2008-05-09_11-53-15,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_14-02-29,1,1,0,0,0,1_1_0_0_0
1050,2008-02-28_15-13-53,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_14-56-07,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_16-17-39,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-31-13,1,0,0,0,1,1_0_0_0_1
1050,2008-05-09_11-29-16,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_08-55-53,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_10-59-55,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_15-07-53,1,0,0,0,0,1_0_0_0_0
1050,2009-06-25_12-26-54,1,1,0,0,0,1_1_0_0_0
1050,2008-05-09_11-30-21,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_10-34-21,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-09-03,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_09-20-01,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-21-54,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-33-07,1,0,0,0,1,1_0_0_0_1
1050,2008-02-26_15-22-54,1,0,0,1,0,1_0_0_1_0
1050,2007-12-11_14-46-54,1,1,0,0,0,1_1_0_0_0
1050,2007-12-04_10-52-25,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-09-46,1,0,0,0,0,1_0_0_0_0
1050,2007-12-07_16-04-19,1,1,0,0,0,1_1_0_0_0
1050,2008-02-26_15-32-24,1,0,0,0,0,1_0_0_0_0
1050,2007-12-07_16-28-29,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_10-59-41,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_14-54-19,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_16-18-55,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_09-28-11,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_15-17-50,1,0,0,0,1,1_0_0_0_1
1050,2007-12-05_13-55-21,1,0,0,0,0,1_0_0_0_0
1050,2008-05-09_11-33-50,1,0,0,0,0,1_0_0_0_0
1050,2007-12-06_10-57-12,1,0,0,0,1,1_0_0_0_1
1050,2009-07-07_11-51-54,1,1,0,0,0,1_1_0_0_0
1050,2008-02-26_15-26-21,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_14-57-13,1,0,0,0,1,1_0_0_0_1
1050,2007-12-04_13-39-21,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-18-14,1,0,0,0,0,1_0_0_0_0
1050,2007-12-13_12-29-27,1,1,0,0,0,1_1_0_0_0
1050,2008-05-16_10-49-20,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_15-02-32,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_10-22-02,1,0,0,0,0,1_0_0_0_0
1050,2008-05-09_11-34-45,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-07-40,1,0,0,0,0,1_0_0_0_0
1050,2007-12-13_13-12-50,1,1,0,0,1,1_1_0_0_1
1050,2008-02-28_15-27-23,1,0,0,0,0,1_0_0_0_0
1050,2007-12-10_14-39-44,1,1,0,0,0,1_1_0_0_0
1050,2008-05-09_11-52-08,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_14-35-05,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-19-09,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-25-53,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_11-57-54,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_10-49-48,1,0,0,0,1,1_0_0_0_1
1050,2007-12-05_12-16-08,1,0,0,0,1,1_0_0_0_1
1050,2008-02-26_15-21-04,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_11-00-23,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_11-44-14,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_09-24-05,1,0,0,0,0,1_0_0_0_0
1050,2007-12-07_10-58-57,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_09-22-04,1,0,0,0,1,1_0_0_0_1
1050,2007-12-11_14-49-30,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_14-55-51,1,0,0,0,0,1_0_0_0_0
1050,2008-05-16_11-07-48,1,0,0,1,1,1_0_0_1_1
1050,2009-07-07_12-13-34,1,0,0,0,0,1_0_0_0_0
1050,2009-07-07_11-35-06,1,1,0,0,1,1_1_0_0_1
1050,2007-12-05_09-10-34,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_16-17-20,1,0,0,0,1,1_0_0_0_1
1050,2008-02-28_15-48-22,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-20-50,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_09-21-11,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-30-35,1,0,0,0,0,1_0_0_0_0
1050,2007-12-06_08-50-41,1,0,0,0,0,1_0_0_0_0
1050,2009-07-07_12-15-33,1,1,0,0,1,1_1_0_0_1
1050,2009-07-07_12-16-05,1,1,0,0,0,1_1_0_0_0
1050,2008-05-16_10-47-02,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-13-59,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_09-17-29,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-36-20,1,0,0,0,1,1_0_0_0_1
1050,2009-07-07_12-04-20,1,1,0,0,0,1_1_0_0_0
1050,2008-05-09_11-51-35,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_09-52-43,1,0,0,0,1,1_0_0_0_1
1050,2008-02-28_15-18-25,1,0,0,0,0,1_0_0_0_0
1050,2007-12-12_10-38-58,1,0,0,0,0,1_0_0_0_0
1050,2009-07-07_11-34-35,1,1,0,0,0,1_1_0_0_0
1050,2007-12-10_12-54-07,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-16-21,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-27-06,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_13-59-37,1,1,0,0,0,1_1_0_0_0
1050,2007-12-07_11-47-10,1,0,0,0,1,1_0_0_0_1
1050,2007-12-07_16-18-11,1,1,0,0,0,1_1_0_0_0
1050,2009-07-07_11-16-47,1,1,0,0,0,1_1_0_0_0
1050,2007-12-11_14-49-00,1,1,0,0,0,1_1_0_0_0
1050,2007-12-07_13-21-17,1,1,0,1,0,1_1_0_1_0
1050,2007-12-10_14-39-56,1,1,0,0,0,1_1_0_0_0
1050,2007-12-11_13-53-26,1,1,0,0,0,1_1_0_0_0
1050,2008-02-26_16-13-05,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_14-55-35,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_09-09-23,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_13-33-22,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-19-00,1,0,0,0,0,1_0_0_0_0
1050,2009-06-25_12-27-44,1,0,0,0,1,1_0_0_0_1
1050,2007-12-04_13-27-06,1,0,0,0,1,1_0_0_0_1
1050,2007-12-04_13-17-36,1,0,0,0,1,1_0_0_0_1
1050,2008-06-30_14-32-24,1,0,0,0,0,1_0_0_0_0
1050,2007-12-07_13-21-07,1,1,0,0,0,1_1_0_0_0
1050,2007-12-05_10-46-49,1,0,0,0,0,1_0_0_0_0
1050,2007-12-06_09-48-30,1,0,0,0,1,1_0_0_0_1
1050,2008-02-26_15-37-16,1,0,0,0,0,1_0_0_0_0
1050,2007-12-05_10-47-36,1,0,0,0,0,1_0_0_0_0
1050,2009-06-25_11-46-22,1,1,0,0,0,1_1_0_0_0
1050,2008-02-26_15-27-51,1,0,0,0,1,1_0_0_0_1
1050,2007-12-03_19-18-23,1,0,0,0,0,1_0_0_0_0
1050,2007-12-06_09-49-26,1,0,0,0,1,1_0_0_0_1
1050,2008-05-09_11-27-09,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_09-35-03,1,0,0,0,0,1_0_0_0_0
1050,2009-07-07_11-43-49,1,1,0,0,0,1_1_0_0_0
1050,2007-12-04_14-50-50,1,0,0,0,0,1_0_0_0_0
1050,2008-02-28_14-54-01,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_12-23-28,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_10-02-47,1,0,0,0,1,1_0_0_0_1
1050,2007-12-04_13-10-42,1,0,0,0,1,1_0_0_0_1
1050,2007-12-07_16-17-43,1,1,0,0,0,1_1_0_0_0
1050,2009-09-04_15-20-04,1,1,0,0,1,1_1_0_0_1
1050,2007-12-04_09-25-33,1,0,0,0,1,1_0_0_0_1
1050,2007-12-04_09-00-00,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_15-28-02,1,0,0,0,0,1_0_0_0_0
1050,2007-12-11_14-45-01,1,1,0,0,0,1_1_0_0_0
1050,2008-05-16_11-02-26,1,0,0,0,0,1_0_0_0_0
1050,2008-02-26_15-12-31,1,0,0,0,0,1_0_0_0_0
1050,2007-12-04_15-26-44,1,1,0,0,0,1_1_0_0_0
1050,2009-07-07_12-02-46,1,1,0,0,0,1_1_0_0_0
1050,2008-02-26_15-25-06,1,0,0,0,0,1_0_0_0_0
1063,2009-07-09_09-43-42,1,0,0,0,1,1_0_0_0_1
1063,2009-07-09_09-50-53,1,0,0,0,1,1_0_0_0_1
1065,2008-03-10_13-41-17,1,1,0,0,0,1_1_0_0_0
1066,2008-05-01_06-56-29,1,0,0,0,0,1_0_0_0_0
1066,2008-04-02_14-34-30,1,1,0,0,0,1_1_0_0_0
1066,2008-02-20_07-37-12,1,1,0,0,0,1_1_0_0_0
1066,2008-04-30_14-12-10,1,1,0,0,0,1_1_0_0_0
1066,2008-02-18_13-55-25,1,1,0,0,0,1_1_0_0_0
1066,2008-02-21_11-05-40,1,1,0,0,0,1_1_0_0_0
1066,2008-05-01_06-56-42,1,0,0,0,0,1_0_0_0_0
1067,2008-02-18_08-51-34,1,1,0,0,0,1_1_0_0_0
1067,2008-02-19_16-56-44,1,1,0,0,0,1_1_0_0_0
1067,2008-02-18_17-08-36,1,1,0,0,0,1_1_0_0_0
1067,2008-02-22_16-52-11,1,1,0,1,0,1_1_0_1_0
1067,2008-02-28_17-18-04,1,1,0,0,0,1_1_0_0_0
1084,2009-07-17_16-35-13,1,0,0,0,0,1_0_0_0_0
1089,2008-03-13_17-00-50,1,0,0,0,0,1_0_0_0_0
1089,2008-02-20_13-58-46,1,0,0,0,0,1_0_0_0_0
1089,2009-10-16_09-28-02,1,0,0,0,1,1_0_0_0_1
1089,2009-10-15_09-02-49,1,0,0,0,1,1_0_0_0_1
1089,2008-04-29_08-23-10,1,0,0,0,0,1_0_0_0_0
1089,2008-05-21_08-41-38,1,0,0,0,0,1_0_0_0_0
1089,2008-03-03_13-10-02,1,0,0,0,1,1_0_0_0_1
1089,2009-07-13_10-09-55,1,0,0,0,0,1_0_0_0_0
1092,2009-10-17_09-33-29,1,0,0,0,0,1_0_0_0_0
1092,2009-07-09_15-34-22,1,0,0,0,0,1_0_0_0_0
1097,2008-12-16_14-30-44,1,1,0,0,1,1_1_0_0_1
1099,2009-08-03_09-05-06,1,1,0,0,1,1_1_0_0_1
1099,2008-02-18_15-40-31,1,1,1,0,1,1_1_1_0_1
1099,2009-06-29_15-19-06,1,1,0,0,0,1_1_0_0_0
1099,2009-09-11_09-24-13,1,0,0,0,1,1_0_0_0_1
1099,2008-02-18_15-34-23,1,1,1,0,0,1_1_1_0_0
1099,2008-02-18_15-33-54,1,1,1,0,0,1_1_1_0_0
1099,2008-02-18_15-35-39,1,1,1,0,1,1_1_1_0_1
1099,2009-08-31_07-02-37,1,1,0,0,0,1_1_0_0_0
1099,2009-06-29_15-19-35,1,1,0,0,0,1_1_0_0_0
1099,2009-09-14_17-50-46,1,0,0,0,1,1_0_0_0_1
1099,2009-09-04_09-33-50,1,1,0,0,1,1_1_0_0_1
1099,2009-09-28_18-09-50,1,1,0,1,1,1_1_0_1_1
1099,2008-02-18_15-38-55,1,1,1,0,0,1_1_1_0_0
1099,2009-09-02_09-29-01,1,0,0,0,0,1_0_0_0_0
1102,2009-09-15_16-28-31,1,1,0,1,0,1_1_0_1_0
1102,2009-08-05_14-44-52,1,1,0,0,0,1_1_0_0_0
1106,2009-08-05_13-23-39,1,0,0,0,1,1_0_0_0_1
1106,2009-08-05_14-30-49,1,0,0,0,1,1_0_0_0_1
1108,2007-12-05_15-07-32,1,0,0,0,0,1_0_0_0_0
1115,2008-02-21_15-41-24,1,0,0,0,0,1_0_0_0_0
1115,2008-02-21_15-42-48,1,0,0,0,0,1_0_0_0_0
1136,2009-08-04_18-33-14,1,0,1,0,1,1_0_1_0_1
1145,2008-05-16_16-55-24,1,0,1,0,0,1_0_1_0_0
1145,2008-05-16_16-54-51,1,0,1,0,0,1_0_1_0_0
1145,2008-04-08_11-10-02,1,0,0,1,0,1_0_0_1_0
1153,2009-09-10_11-21-50,1,1,0,1,1,1_1_0_1_1
1158,2010-02-10_14-52-23,1,1,0,0,0,1_1_0_0_0
1158,2010-02-10_14-51-40,1,1,0,0,0,1_1_0_0_0
1159,2009-11-27_14-08-45,0,0,0,0,0,0_0_0_0_0
1169,2010-02-10_14-56-13,1,0,0,0,0,1_0_0_0_0
1175,2009-05-21_13-18-02,1,0,1,0,0,1_0_1_0_0
1177,2007-12-11_13-19-04,1,1,0,0,0,1_1_0_0_0
1177,2007-12-07_13-19-59,1,1,0,0,0,1_1_0_0_0
1179,2007-12-05_18-17-48,1,1,0,0,0,1_1_0_0_0
1183,2009-03-31_10-46-42,0,0,0,0,0,0_0_0_0_0
1183,2009-03-31_10-43-30,0,0,0,0,1,0_0_0_0_1
1183,2009-03-31_10-49-23,0,0,0,0,0,0_0_0_0_0
1184,2007-12-11_14-06-05,1,0,0,0,0,1_0_0_0_0
1184,2007-12-04_14-53-36,1,0,0,0,1,1_0_0_0_1
1184,2007-12-04_14-50-17,1,0,0,0,0,1_0_0_0_0
1184,2007-12-04_14-50-04,1,0,0,0,0,1_0_0_0_0
1184,2007-12-04_15-04-31,1,0,0,0,0,1_0_0_0_0
1185,2007-12-13_11-37-47,0,0,0,0,0,0_0_0_0_0
1185,2007-12-11_09-53-50,0,0,0,0,0,0_0_0_0_0
1185,2007-12-06_05-57-09,0,0,0,0,1,0_0_0_0_1
1185,2007-12-04_09-13-42,0,0,0,0,0,0_0_0_0_0
1185,2007-12-11_08-25-39,0,0,0,0,1,0_0_0_0_1
1185,2007-12-13_10-16-08,0,0,0,0,1,0_0_0_0_1
1185,2007-12-11_09-52-43,0,0,0,0,0,0_0_0_0_0
1190,2007-12-04_09-58-58,1,0,0,0,1,1_0_0_0_1
1190,2007-12-04_13-11-14,1,0,0,0,0,1_0_0_0_0
1194,2007-12-04_10-00-00,1,0,0,0,0,1_0_0_0_0
1194,2007-12-07_08-47-05,1,0,0,0,1,1_0_0_0_1
1194,2007-12-07_08-46-49,1,0,0,0,1,1_0_0_0_1
1195,2007-12-13_11-25-30,1,1,1,0,0,1_1_1_0_0
1195,2007-12-12_15-09-49,1,1,1,0,0,1_1_1_0_0
1195,2007-12-13_08-01-27,1,1,1,0,0,1_1_1_0_0
1195,2007-12-13_11-24-47,1,1,1,0,0,1_1_1_0_0
1197,2007-12-04_16-08-04,1,0,0,0,0,1_0_0_0_0
1208,2007-12-04_15-44-41,1,0,0,0,1,1_0_0_0_1
1208,2007-12-13_12-00-24,1,0,0,0,0,1_0_0_0_0
1208,2007-12-06_13-37-37,1,0,0,0,1,1_0_0_0_1
1208,2007-12-11_10-25-24,1,0,0,0,0,1_0_0_0_0
1208,2007-12-05_10-39-19,1,0,0,0,0,1_0_0_0_0
1211,2009-03-14_14-55-24,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_18-06-05,1,0,1,0,0,1_0_1_0_0
1217,2007-12-06_16-07-59,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_09-30-47,1,0,1,0,0,1_0_1_0_0
1217,2007-12-10_15-03-51,1,0,1,0,0,1_0_1_0_0
1217,2007-12-06_14-30-44,1,0,1,0,0,1_0_1_0_0
1217,2007-12-12_13-51-56,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_09-32-02,1,0,1,0,0,1_0_1_0_0
1217,2007-12-11_09-50-16,1,0,1,0,0,1_0_1_0_0
1217,2007-12-05_16-11-00,1,1,1,0,0,1_1_1_0_0
1217,2007-12-06_16-11-22,1,0,1,0,0,1_0_1_0_0
1217,2007-12-11_15-46-31,1,0,1,0,1,1_0_1_0_1
1217,2007-12-04_10-37-52,1,0,1,0,0,1_0_1_0_0
1217,2007-12-12_15-03-01,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_09-30-09,1,0,1,0,0,1_0_1_0_0
1217,2007-12-07_09-20-58,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_17-32-29,1,0,1,0,0,1_0_1_0_0
1217,2007-12-05_14-14-48,1,0,1,0,0,1_0_1_0_0
1217,2007-12-04_09-30-22,1,0,1,0,0,1_0_1_0_0
1217,2007-12-05_18-10-27,1,0,1,0,0,1_0_1_0_0
1217,2007-12-06_11-28-14,1,0,1,0,0,1_0_1_0_0
1217,2007-12-11_13-20-05,1,0,1,0,0,1_0_1_0_0
1217,2007-12-13_12-57-03,1,0,1,0,0,1_0_1_0_0
1217,2007-12-06_13-03-01,1,0,1,0,0,1_0_1_0_0
1220,2007-12-04_10-19-31,1,0,1,0,0,1_0_1_0_0
1220,2007-12-07_11-23-52,1,0,1,0,0,1_0_1_0_0
1220,2007-12-06_12-50-24,1,0,1,0,1,1_0_1_0_1
1220,2007-12-05_10-48-36,1,0,1,0,1,1_0_1_0_1
1220,2007-12-12_11-30-42,1,0,1,0,0,1_0_1_0_0
1220,2007-12-06_11-24-35,1,1,1,0,0,1_1_1_0_0
1220,2007-12-05_10-50-35,1,0,1,0,0,1_0_1_0_0
1220,2007-12-04_11-21-48,1,0,1,0,0,1_0_1_0_0
1220,2007-12-07_09-32-48,1,0,1,0,0,1_0_1_0_0
1220,2007-12-05_14-44-49,1,1,0,0,0,1_1_0_0_0
1220,2007-12-06_16-10-04,1,0,1,0,0,1_0_1_0_0
1220,2007-12-12_10-07-23,1,0,1,0,0,1_0_1_0_0
1220,2007-12-13_10-08-58,1,0,1,0,0,1_0_1_0_0
1221,2007-12-11_08-28-16,1,0,1,0,0,1_0_1_0_0
1221,2007-12-04_10-00-52,1,0,1,0,0,1_0_1_0_0
1221,2007-12-12_08-22-12,1,0,1,0,1,1_0_1_0_1
1222,2009-02-18_17-07-38,1,1,0,0,0,1_1_0_0_0
2006,2008-02-26_10-27-30,1,1,1,0,0,1_1_1_0_0
2006,2008-06-10_16-13-25,1,1,1,0,0,1_1_1_0_0
2006,2008-03-18_07-35-44,1,1,1,0,0,1_1_1_0_0
2006,2008-02-18_12-32-23,1,1,1,0,0,1_1_1_0_0
