id,session,Gender,Spectacles,Facial_Hair,Pose,Quality,Occlusion,Emotion
1004,2009-07-02_09-46-49,male,no,both,1,ok,,blankstare
1004,2009-07-02_10-34-52,male,no,both,1,ok,,blankstare
1004,2009-07-07_12-47-15,male,no,both,1,ok,,blankstare
1004,2009-07-13_07-48-43,male,no,both,1,ok,,blankstare
1004,2009-07-13_12-46-26,male,no,both,1,ok,,blankstare
1004,2009-07-16_08-49-27,male,no,both,1,ok,,blankstare
1004,2009-08-13_10-53-23,male,no,both,1,ok,,positive
1005,2008-02-18_18-54-42,male,no,none,1,ok,,emoOther
1005,2008-02-18_18-55-00,male,no,none,1,ok,,emoOther
1005,2008-02-19_17-14-38,male,no,none,1,ok,-other,emoOther
1005,2008-02-25_17-53-26,male,no,none,1,ok,,blankstare
1005,2008-02-25_17-53-39,male,no,none,3,ok,,blankstare
1005,2008-05-15_15-38-30,male,no,none,1,ok,,blankstare
1005,2009-07-07_14-28-18,male,no,none,1,blur,,positive
1005,2009-07-07_17-26-52,male,no,none,1,ok,,blankstare
1005,2009-07-08_13-28-58,male,no,none,1,blur,,emoOther
1005,2009-07-08_17-02-21,male,no,none,1,ok,,emoOther
1005,2009-07-20_12-51-16,male,no,none,1,ok,,blankstare
1006,2009-06-25_17-38-02,male,no,none,1,ok,,positive
1006,2009-06-26_08-37-41,male,no,none,1,ok,,blankstare
1006,2009-06-26_12-44-36,male,no,none,1,ok,,blankstare
1006,2009-06-29_17-40-54,male,no,none,2,ok,,blankstare
1006,2009-07-01_17-50-22,male,no,none,3,ok,,blankstare
1006,2009-07-03_11-10-21,male,no,none,1,ok,,blankstare
1006,2009-07-10_14-34-59,male,no,none,2,ok,,blankstare
1006,2009-07-14_16-13-38,male,no,none,1,ok,,blankstare
1007,2008-03-28_15-28-02,male,yes,both,1,ok,,blankstare
1007,2008-03-28_15-28-34,male,yes,both,1,ok,,blankstare
1007,2008-04-21_11-28-50,male,yes,both,1,ok,,blankstare
1007,2008-05-28_10-11-10,male,yes,both,1,ok,,blankstare
1007,2009-02-26_10-47-19,male,yes,both,1,ok,,blankstare
1007,2009-06-25_12-25-28,male,yes,both,4,ok,,blankstare
1007,2009-06-25_13-56-34,male,yes,both,1,ok,,blankstare
1007,2009-07-14_14-35-14,male,yes,both,1,ok,,blankstare
1007,2009-07-17_10-12-01,male,yes,both,1,ok,-mobile,blankstare
1007,2009-07-17_10-13-25,male,yes,both,1,ok,,blankstare
1007,2009-07-20_14-17-31,male,yes,none,1,ok,,blankstare
1007,2009-07-22_15-06-41,male,yes,none,1,ok,,blankstare
1007,2009-07-28_13-55-55,male,yes,none,1,ok,,blankstare
1007,2009-07-31_10-31-03,male,yes,none,1,ok,,positive
1007,2009-07-31_11-24-16,male,yes,none,1,ok,,blankstare
1007,2009-08-13_09-08-33,male,yes,both,1,ok,,blankstare
1007,2009-08-13_11-26-19,male,yes,both,1,ok,,blankstare
1007,2009-08-13_11-28-37,male,yes,both,1,ok,,blankstare
1007,2009-08-13_11-29-47,male,yes,both,1,ok,,blankstare
1007,2009-08-13_11-56-03,male,yes,both,1,ok,,blankstare
1007,2009-08-13_11-58-42,male,yes,both,1,ok,,emoOther
1007,2009-08-17_09-35-28,male,yes,both,1,ok,,blankstare
1007,2009-08-17_13-40-48,male,yes,both,1,ok,,blankstare
1007,2009-08-18_16-19-44,male,yes,both,1,ok,,blankstare
1007,2009-08-19_14-14-32,male,yes,both,1,ok,,blankstare
1007,2009-08-20_07-43-54,male,yes,both,1,ok,,blankstare
1007,2009-08-20_17-11-11,male,yes,both,1,ok,,blankstare
1007,2009-08-21_17-36-03,male,yes,none,1,ok,,blankstare
1007,2009-08-24_15-44-30,male,yes,none,1,ok,,blankstare
1007,2009-08-26_14-57-02,male,yes,stubble,1,ok,,blankstare
1007,2009-08-27_07-02-38,male,yes,stubble,1,ok,,blankstare
1007,2009-08-27_14-51-34,male,yes,stubble,1,ok,,blankstare
1007,2009-09-01_10-20-10,male,yes,stubble,1,ok,,blankstare
1007,2009-09-04_09-33-18,male,yes,stubble,1,ok,,blankstare
1007,2009-09-08_08-43-25,male,yes,none,1,ok,,blankstare
1007,2009-09-08_08-44-52,male,yes,none,1,ok,,blankstare
1007,2009-09-08_09-16-55,male,yes,none,1,ok,,blankstare
1007,2009-09-08_13-12-31,male,yes,none,1,ok,,blankstare
1007,2009-09-09_15-16-38,male,yes,stubble,1,ok,,blankstare
1007,2009-09-09_18-00-19,male,yes,stubble,1,ok,,blankstare
1007,2009-09-11_09-23-18,male,yes,none,1,ok,,blankstare
1007,2009-09-11_15-54-18,male,yes,none,1,ok,,blankstare
1007,2009-09-14_08-49-24,male,yes,none,1,ok,,blankstare
1007,2009-09-14_16-58-11,male,yes,stubble,1,ok,,blankstare
1007,2009-09-18_16-28-36,male,yes,none,1,ok,,blankstare
1007,2009-09-25_10-10-46,male,yes,none,1,ok,,blankstare
1007,2009-09-28_13-24-48,male,yes,none,1,ok,,blankstare
1007,2009-09-30_14-54-51,male,yes,stubble,1,ok,,blankstare
1007,2009-10-02_16-07-57,male,yes,stubble,1,ok,,blankstare
1007,2009-10-05_07-32-33,male,yes,both,1,ok,,blankstare
1007,2009-10-06_17-08-32,male,yes,both,1,ok,,blankstare
1007,2009-10-08_07-02-38,male,yes,none,1,ok,,blankstare
1007,2009-10-15_17-44-04,male,yes,both,1,ok,,blankstare
1007,2009-10-16_17-47-38,male,yes,both,1,ok,,blankstare
1007,2009-10-19_08-33-51,male,yes,none,1,ok,,blankstare
1007,2009-10-22_15-30-01,male,yes,none,1,ok,,blankstare
1007,2009-10-23_10-11-37,male,yes,stubble,1,ok,,blankstare
1008,2008-02-18_13-42-16,male,no,none,1,ok,,blankstare
1008,2008-02-22_13-53-10,male,no,none,1,ok,,blankstare
1008,2008-03-04_10-48-15,male,no,none,1,dark,,blankstare
1008,2008-04-14_08-30-11,male,no,none,1,ok,,blankstare
1008,2008-04-15_11-17-30,male,no,none,1,ok,,blankstare
1008,2008-04-15_14-29-30,male,no,none,1,ok,-other,blankstare
1008,2008-04-16_16-46-12,male,no,none,1,ok,,blankstare
1008,2008-04-17_10-23-21,male,no,none,1,ok,-other,blankstare
1008,2008-04-18_13-43-00,male,no,none,1,ok,,blankstare
1008,2008-04-23_15-52-13,male,no,none,1,dark,,blankstare
1008,2008-05-12_07-01-52,male,no,none,1,ok,-other,blankstare
1008,2008-05-12_07-25-55,male,no,none,2,ok,,blankstare
1008,2008-05-13_09-40-20,male,no,none,1,ok,-other,blankstare
1008,2008-05-21_10-24-44,male,no,none,1,ok,-other,blankstare
1008,2008-05-22_17-14-26,male,no,none,1,ok,,negative
1008,2008-05-29_08-15-48,male,no,none,2,ok,,blankstare
1008,2008-06-18_16-48-33,male,no,none,2,ok,,positive
1008,2008-06-25_16-04-51,male,no,none,2,ok,,blankstare
1008,2009-06-26_15-45-00,male,no,none,1,ok,,blankstare
1008,2009-07-02_09-52-00,male,no,none,1,ok,,blankstare
1008,2009-07-09_17-13-23,male,no,none,2,ok,,blankstare
1008,2009-07-13_12-32-38,male,no,none,1,ok,,blankstare
1008,2009-07-20_13-58-12,male,no,none,1,ok,,positive
1008,2009-07-23_08-09-50,male,no,none,1,blur,,blankstare
1008,2009-07-24_11-17-46,male,no,none,2,ok,,positive
1008,2009-08-18_12-35-35,male,no,none,1,ok,,blankstare
1008,2009-08-24_08-24-10,male,no,none,1,ok,,blankstare
1008,2009-09-01_12-39-24,male,no,none,1,ok,,blankstare
1008,2009-09-01_12-40-13,male,no,none,2,ok,,blankstare
1008,2009-09-03_16-24-10,male,no,none,1,ok,,blankstare
1008,2009-09-14_10-58-44,male,no,none,1,ok,,blankstare
1008,2009-09-17_16-43-43,male,no,none,1,ok,,blankstare
1008,2009-09-23_08-07-50,male,no,none,1,blur,,blankstare
1008,2009-09-25_08-27-19,male,no,none,1,ok,,blankstare
1008,2009-10-02_08-27-33,male,no,none,1,blur,,blankstare
1008,2009-10-05_10-30-30,male,no,none,1,ok,,positive
1008,2009-10-09_08-27-55,male,no,none,1,ok,,blankstare
1008,2009-10-12_08-28-42,male,no,none,2,blur,,blankstare
1009,2008-02-18_08-50-39,male,yes,none,1,ok,,blankstare
1009,2008-02-18_11-10-59,male,yes,none,1,ok,,blankstare
1009,2008-02-19_08-54-56,male,yes,none,1,ok,,blankstare
1009,2008-02-21_10-13-44,male,yes,none,2,ok,,blankstare
1009,2008-02-29_08-39-56,male,yes,none,1,ok,,blankstare
1009,2008-02-29_13-49-12,male,yes,none,1,ok,,blankstare
1009,2008-03-12_12-02-37,male,yes,none,1,ok,,blankstare
1009,2008-03-13_14-44-23,male,yes,none,1,ok,,blankstare
1009,2008-03-17_14-15-57,male,yes,none,1,ok,,blankstare
1009,2008-04-22_09-06-04,male,yes,none,1,ok,,blankstare
1009,2009-06-26_14-20-48,male,yes,none,1,ok,,blankstare
1009,2009-06-30_14-55-41,male,yes,none,1,ok,,blankstare
1009,2009-07-07_14-29-51,male,yes,none,1,ok,,blankstare
1009,2009-07-08_14-19-18,male,yes,none,1,ok,,blankstare
1009,2009-07-09_09-26-58,male,yes,none,1,ok,,blankstare
1009,2009-07-09_12-27-07,male,yes,none,1,ok,-other,blankstare
1009,2009-07-10_13-20-55,male,no,none,1,ok,,emoOther
1009,2009-07-13_12-39-01,male,yes,none,1,ok,,blankstare
1009,2009-07-15_12-10-36,male,yes,none,1,ok,-other,blankstare
1009,2009-07-15_12-50-56,male,yes,none,2,ok,,emoOther
1009,2009-08-04_15-02-28,male,yes,none,1,blur,,emoOther
1009,2009-08-19_14-05-50,male,yes,none,1,ok,,blankstare
1009,2009-08-20_15-37-17,male,yes,none,1,ok,,emoOther
1009,2009-09-10_10-32-51,male,yes,none,2,ok,,blankstare
1009,2009-09-11_10-59-32,male,yes,none,1,ok,,blankstare
1009,2009-09-23_08-34-34,male,yes,none,1,ok,,blankstare
1009,2009-09-30_08-30-21,male,yes,none,1,ok,,blankstare
1009,2009-10-08_14-46-23,male,yes,none,1,ok,,blankstare
1009,2009-10-23_09-07-09,male,yes,none,1,ok,,blankstare
1010,2009-07-08_20-24-55,male,no,none,1,ok,,blankstare
1010,2009-07-08_21-52-45,male,no,none,1,ok,,emoOther
1010,2009-07-23_18-22-42,male,no,none,1,ok,,blankstare
1010,2009-07-23_18-56-20,male,no,none,1,ok,,blankstare
1010,2009-08-04_19-05-32,male,no,none,1,ok,,blankstare
1010,2009-08-20_19-39-40,male,no,none,1,ok,,blankstare
1010,2009-09-11_17-30-34,male,no,none,1,ok,,blankstare
1010,2009-09-16_18-28-07,male,no,none,2,ok,,emoOther
1010,2009-09-29_18-53-13,male,no,none,2,ok,,blankstare
1010,2009-10-24_14-55-27,male,no,none,1,ok,,blankstare
1011,2008-02-19_08-22-13,male,no,none,3,ok,,blankstare
1011,2009-07-03_09-04-09,male,no,none,2,ok,,blankstare
1011,2009-07-16_08-24-10,male,no,none,1,ok,,negative
1011,2009-08-13_18-39-22,male,no,none,2,ok,,negative
1012,2008-02-18_06-26-17,male,no,none,1,ok,,positive
1012,2008-02-18_06-46-13,male,no,none,1,ok,,blankstare
1012,2008-02-19_17-24-07,male,no,none,2,ok,,blankstare
1012,2008-02-19_17-24-46,male,no,none,1,ok,,blankstare
1012,2008-02-19_17-25-08,male,no,none,1,ok,,blankstare
1012,2008-02-22_07-39-59,male,no,none,1,ok,,blankstare
1012,2008-02-22_07-40-08,male,no,none,1,ok,,blankstare
1012,2008-02-22_07-40-19,male,no,none,2,ok,,blankstare
1012,2008-02-22_17-02-27,male,no,none,2,ok,-hand-other,blankstare
1012,2008-02-22_17-02-36,male,no,none,1,ok,,blankstare
1012,2008-02-22_17-02-47,male,no,none,1,ok,,blankstare
1012,2008-02-22_17-02-58,male,no,none,1,ok,,blankstare
1012,2008-02-22_17-03-10,male,no,none,1,ok,,blankstare
1012,2008-02-29_06-27-29,male,no,none,2,ok,,blankstare
1012,2008-02-29_17-41-40,male,no,none,2,ok,,blankstare
1012,2008-03-03_07-51-58,male,no,none,1,ok,,blankstare
1012,2008-03-03_17-53-09,male,no,none,2,ok,,blankstare
1012,2008-03-04_10-30-22,male,no,none,1,ok,,blankstare
1012,2008-03-06_16-13-55,male,no,none,1,ok,,blankstare
1012,2008-03-08_11-10-42,male,no,none,1,ok,,blankstare
1012,2008-03-08_15-43-08,male,no,none,1,ok,,blankstare
1012,2008-03-08_15-43-24,male,no,none,1,ok,,blankstare
1012,2008-03-08_15-43-40,male,no,none,1,ok,,blankstare
1012,2008-03-09_08-18-42,male,no,none,1,ok,,blankstare
1012,2008-03-09_14-26-14,male,no,none,1,ok,,blankstare
1012,2008-03-17_14-14-41,male,no,none,1,ok,,emoOther
1012,2008-03-27_10-23-04,male,no,none,1,ok,,blankstare
1012,2008-03-31_20-01-35,male,no,none,2,ok,-mobile,blankstare
1012,2008-03-31_20-01-47,male,no,none,1,ok,-mobile,blankstare
1012,2008-04-04_20-13-14,male,no,none,1,ok,,blankstare
1012,2008-04-04_20-13-26,male,no,none,1,ok,,blankstare
1012,2008-04-04_20-13-37,male,no,none,1,ok,,blankstare
1012,2008-04-10_11-34-07,male,no,none,2,ok,,blankstare
1012,2008-04-23_16-45-59,male,no,none,1,ok,,blankstare
1012,2008-04-23_16-46-14,male,no,none,1,ok,,blankstare
1012,2008-04-23_16-46-28,male,no,none,1,ok,,blankstare
1012,2008-05-09_14-32-01,male,no,none,1,ok,-other,blankstare
1012,2008-05-09_14-32-18,male,no,none,1,ok,,positive
